Nº Autorizacao,Data Publicação DOU - Autorização,Código Instalação i-Simp,Razão Social,CNPJ,Endereço,COMPLEMENTO,BAIRRO,CEP,UF,MUNICÍPIO,Vinculação a Distribuidor,Data de Vinculação a Distribuidor,Delivery,Data Autorização Delivery,Número Despacho Delivery,Status PMQC,latitude,longitude
PR/SP0184855,02/02/2018,1240843,AUTO POSTO VILA MARIA S.J.CAMPOS LTDA,28575461000101,"AVENIDA ENGENHEIRO SEBASTIAO GUALBERTO,  700",,VILA MARIA,12209320,SP,SAO JOSE DOS CAMPOS,RAIZEN,02/02/2018,NÃO,,,ADIMPLENTE,-23.1744671,-45.8884273
PR/SP0184465,22/12/2017,1239963,AUTO POSTO TEMPUS LTDA,28748956000195,"AVENIDA DOUTOR EDUARDO CURY,  700",,JARDIM DAS COLINAS,12242001,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,29/02/2024,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0193990,19/08/2019,1256678,AUTO POSTO PORTAL DE SANTA ISABEL LTDA,28893269000163,"AVENIDA CORONEL BERTOLDO,  1.159",LOTE  4 AO 7              QUADRAB,MORRO GRANDE,7500000,SP,SANTA ISABEL,IPIRANGA,19/08/2019,NÃO,,,ADIMPLENTE,-23.3153,-46.2214
PR/SP0189881,12/12/2018,1249663,AUTO POSTO NOVA MICHIGAN LTDA,29349003000117,"AVENIDA PRESIDENTE TANCREDO NEVES,  2940",,JARDIM NOVA MICHIGAN,12225421,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,12/12/2018,NÃO,,,ADIMPLENTE,-23.1896707,-45.7887515
PR/SP0186354,10/04/2018,1242650,AUTO POSTO GTX EIRELI,29402611000148,"AVENIDA BRIGADEIRO JOSE VICENTE DE FARIA LIMA,  815",,JARDIM MARIA AUGUSTA,12070000,SP,TAUBATE,RAIZEN,10/04/2018,NÃO,,,ADIMPLENTE,-23.0224398,-45.5484135
PR/SP0192141,08/05/2019,1253730,ALTHA AUTO POSTO LTDA,29581066000102,"AVENIDA SAO JORGE,  1468",,CIDADE SALVADOR,12312000,SP,JACAREI,BANDEIRA BRANCA,05/11/2025,NÃO,,,ADIMPLENTE,-23.3002285,-45.9285358
PR/SP0191064,21/02/2019,1251716,AUTO POSTO AGUIA DE TAUBATE LTDA,30430113000198,"ESTRADA MUNICIPAL PROFESSOR DOUTOR JOSE LUIZ CEMBRANELLI,  2301",,JARDIM SANDRA MARIA,12081010,SP,TAUBATE,BANDEIRA BRANCA,21/02/2019,NÃO,,,ADIMPLENTE,-23.02208,-45.5222311
PR/SP0231836,09/11/2022,1287568,AUTO POSTO BRASIL GAS CIDADE INDUSTRIAL LTDA,30430141000105,"AVENIDA TOMAZ ALVES DE FIGUEIREDO,  990",,CIDADE INDUSTRIAL,12609166,SP,LORENA,BANDEIRA BRANCA,09/11/2022,NÃO,,,ADIMPLENTE,-22.7486408,-45.1232798
PR/SP0189078,10/10/2018,1247950,AUTO POSTO CENTRAL DE JACAREI LTDA,30796459000104,"RUA BARAO DE JACAREI,  1481",,CENTRO,12308001,SP,JACAREI,RAIZEN,10/10/2018,NÃO,,,ADIMPLENTE,-23.3021097,-45.9596929
PR/SP0189058,02/10/2018,1247853,AUTO POSTO MARANDUBA DE UBATUBA LTDA,30978131000109,"RODOVIA MANOEL HIPOLITO DO REGO,  S/N",KM 79 MAIS 785 MTS,MARANDUBA,11680000,SP,UBATUBA,BANDEIRA BRANCA,02/10/2018,NÃO,,,ADIMPLENTE,-23.4331,-45.0711
PR/SP0196750,20/12/2019,1260415,AUTO POSTO AGW LTDA,31750882000136,"RUA PADRE FISCHER,  100",,PARQUE SAO LUIS,12061600,SP,TAUBATE,VIBRA,19/01/2023,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0191314,28/02/2019,1251906,AUTO POSTO ESQUINA 3 LTDA,31922926000168,"RUA SANTA CRUZ,  51",,CENTRO,12701470,SP,CRUZEIRO,RAIZEN,28/02/2019,NÃO,,,ADIMPLENTE,-22.5820198,-44.9600229
PR/SP0218198,15/12/2021,1279655,AUTO POSTO ESQUINA 3 LTDA,31922926000249,"RUA CORONEL JOSE DE CASTRO,  160",,CENTRO,12701450,SP,CRUZEIRO,RAIZEN,15/12/2021,NÃO,,,ADIMPLENTE,-22.5777207,-44.9606263
PR/SP0247977,16/10/2024,1305060,AUTO POSTO ESQUINA 3 LTDA,31922926000320,"RODOVIA DOUTOR AVELINO JUNIOR,  2500",,VILA PONTILHAO,12704410,SP,CRUZEIRO,RAIZEN,16/10/2024,NÃO,,,ADIMPLENTE,-22.5719,-44.9642
PR/SP0194710,23/09/2019,1257508,AUTO POSTO VITORIA LTDA,34100473000182,"AVENIDA MIGUEL VARLEZ,  182",,JARDIM PRIMAVERA,11660650,SP,CARAGUATATUBA,BANDEIRA BRANCA,26/09/2019,NÃO,,,ADIMPLENTE,-23.6247125,-45.418818
PR/SP0196910,13/01/2020,1260693,AUTO POSTO TRIUNFO TERRAS DO SUL LTDA,35183195000137,"AVENIDA FUSANOBU YOKOTA,  31",,JARDIM TERRAS DO SUL,12236075,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,13/01/2020,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0252449,01/04/2026,1317677,AUTO POSTO SAO JOSE PINDA LTDA,35692910000167,"RUA VENEZUELA,  25",,VILA SAO JOSE,12445560,SP,PINDAMONHANGABA,BANDEIRA BRANCA,01/04/2026,NÃO,,,ADIMPLENTE,-22.889888,-45.3757513
PR/SP0247756,20/09/2024,1304462,POSTO PINDA DUTRA LTDA,36129157000169,"RODOVIA PRESIDENTE DUTRA,  94,850",KM    .,CAMPINAS,12400970,SP,PINDAMONHANGABA,BANDEIRA BRANCA,20/09/2024,NÃO,,,ADIMPLENTE,-22.9239,-45.4617
PR/SP0236124,06/02/2023,1288790,AUTO POSTO SHALOM DO VALE LTDA,36942098000143,"RUA MONSENHOR  JOÃO ALVES,  169",,ÁGUA QUENTE,12062745,SP,TAUBATE,BANDEIRA BRANCA,06/02/2023,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0206836,29/01/2021,1270761,AUTO POSTO ACQUAMARINE DE CARAGUA LTDA,37155916000120,"AVENIDA JOSE HERCULANO,  3970",,JARDIM BRITANIA,11666000,SP,CARAGUATATUBA,BANDEIRA BRANCA,29/01/2021,NÃO,,,ADIMPLENTE,-23.652242,-45.433473
PR/SP0250852,24/09/2025,1313203,AUTO POSTO SET VILLE LTDA,37311924000119,"AVENIDA JOSE MARTINS FERREIRA,  40",,SETVILLE ALTOS DE SAO JOSE,12226611,SP,SAO JOSE DOS CAMPOS,RAIZEN,24/09/2025,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0209016,18/05/2021,1273424,AUTO POSTO SET VILLE LTDA,37311924000208,"AVENIDA JOAO RODOLFO CASTELLI,  665",,PUTIM,12228000,SP,SAO JOSE DOS CAMPOS,RAIZEN,18/05/2021,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0214980,29/09/2021,1277439,AUTO POSTO LEAO DE TAUBATE LTDA,37455536000101,"AVENIDA NOVE DE JULHO,  42",,CENTRO,12020200,SP,TAUBATE,IPIRANGA,29/09/2021,NÃO,,,ADIMPLENTE,-23.0251505,-45.5641725
PR/SP0243110,02/08/2023,1293996,AUTO POSTO NOVA ERA CARAGUA LTDA,37516180000179,"AVENIDA PAULO FERRAZ DA SILVA PORTO,  525",,PRAINHA,11661570,SP,CARAGUATATUBA,VIBRA,02/08/2023,NÃO,,,ADIMPLENTE,-23.6203,-45.4128
PM/SP0203856,05/11/2020,1268395,POSTO NAUTICO ITAGUA LTDA,37667688000178,"ESTRADA PROFESSOR JOAQUIM LAURO MONTE CLARO,  1.698",,PONTA GROSSA - PRAIA VERMELHA,11680000,SP,UBATUBA,BANDEIRA BRANCA,05/11/2020,NÃO,,,ADIMPLENTE,-23.4331,-45.0711
PR/SP0206761,29/01/2021,1270765,AUTO POSTO SUBIDA DA SERRA LTDA,37751962000192,"RODOVIA DOS TAMOIOS,  SN",KM    65,RIO PARDO,12260000,SP,PARAIBUNA,RAIZEN,29/01/2021,NÃO,,,ADIMPLENTE,-23.5702869,-45.4916795
PR/SP0213076,11/08/2021,1276070,PEIXOTO DE OLIVEIRA COMERCIO DE COMBUSTIVEIS LTDA,37816780000152,"11A RUA EDUARDO QUERIDO,  200",,CENTRO,12530000,SP,CUNHA,RAIZEN,11/08/2021,NÃO,,,ADIMPLENTE,-23.0747,-44.96
PR/SP0201797,10/09/2020,1266815,AUTO POSTO VILA TESOURO S. J. CAMPOS LTDA,37837300000130,"RUA PROFESSORA MARIA SIQUEIRA NATHAN,  117",,VILA TESOURO,12221521,SP,SAO JOSE DOS CAMPOS,RAIZEN,10/09/2020,NÃO,,,ADIMPLENTE,-23.1714344,-45.8422125
PR/SP0234497,22/12/2022,1288234,AUTO POSTO MASTER KING LTDA,38194251000127,"RUA AUDEMO VENEZIANI,  512",,ALTO DA PONTE,12212372,SP,SAO JOSE DOS CAMPOS,IPIRANGA,22/12/2022,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0018298,27/11/2001,1019956,AUTO POSTO E SHOPPING CENTER CANTO DA SEREIA LTDA,39002274000155,"RUA TENENTE MANOEL BARBOSA DA SILVA,  50",,MARANDUBA,11681296,SP,UBATUBA,RAIZEN,26/03/2025,NÃO,,,ADIMPLENTE,-23.5367241,-45.2287587
PR/SP0206279,14/01/2021,1270294,AUTO POSTO BANDEIRANTES AJF LTDA,39380960000160,"AVENIDA SENADOR JOAQUIM MIGUEL MARTINS DE SIQUEIRA,  495",,JARDIM PEREIRA DO AMPARO,12327695,SP,JACAREI,RAIZEN,14/01/2021,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0222640,24/03/2022,1282313,MONTARA AUTO POSTO LTDA,39428261000142,"ALAMEDA FRANCISCO DA CUNHA MENEZES,  669",,FALCAO,12530000,SP,CUNHA,BANDEIRA BRANCA,24/03/2022,NÃO,,,ADIMPLENTE,-23.0747,-44.96
PR/SP0208432,27/04/2021,1272938,HURACAN AUTO POSTO LTDA,39952685000101,"AVENIDA DOUTOR PEIXOTO DE CASTRO,  2030",,CRUZ,12606580,SP,LORENA,IPIRANGA,27/04/2021,NÃO,,,ADIMPLENTE,-22.7390374,-45.1125044
PR/SP0240026,25/04/2023,1290099,AUTO POSTO KING BANHADO LTDA,40270108000119,"AVENIDA SAO JOSE,  1127",,CENTRO,12209621,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,06/03/2026,NÃO,,,ADIMPLENTE,-23.1823725,-45.8878599
PR/SP0219726,25/01/2022,1280667,AUTO POSTO PORTAL DA ILHA LTDA,40655992000100,"1A AVENIDA PRINCESA ISABEL,  1478",,PEREQUE,11630000,SP,ILHABELA,RAIZEN,25/01/2022,NÃO,,,ADIMPLENTE,-23.8212863,-45.3721697
PR/SP0223485,08/04/2022,1282855,AUTO POSTO OCTO LTDA,41421034000137,"AVENIDA PRESIDENTE TANCREDO NEVES,  5151",,PARQUE NOVO HORIZONTE,12225732,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,08/04/2022,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0217299,17/11/2021,1278886,AUTO POSTO POUSO ALTO LTDA,41512774000189,"AVENIDA GERALDO CASSIANO DE SOUZA,  780",,POUSO ALTO,12180000,SP,NATIVIDADE DA SERRA,BANDEIRA BRANCA,17/11/2021,NÃO,,,ADIMPLENTE,-23.3778,-45.2639
PR/SP0216952,10/11/2021,1278705,AUTO POSTO LORINHO JACAREI LTDA,41644110000173,"RODOVIA PRESIDENTE DUTRA,  SN",KM    159,PARQUE MEIA LUA,12335010,SP,JACAREI,RAIZEN,10/11/2021,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0249218,10/03/2025,1308343,AUTO CENTER GETULIO VARGAS LTDA,42405821000158,"AVENIDA GETULIO VARGAS,  2531",,JARDIM CALIFORNIA,12305010,SP,JACAREI,BANDEIRA BRANCA,10/03/2025,NÃO,,,ADIMPLENTE,-23.2787158,-45.9513316
PR/SP0023214,05/03/2002,1020643,POSTO SAO GERALDO TAUBATE LTDA,43578954000199,"RUA FRANCISCO BARRETO LEME,  954",,VILA SAO GERALDO,12062001,SP,TAUBATE,BANDEIRA BRANCA,18/02/2025,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0003431,15/03/2001,1020670,AUTO POSTO E RESTAURANTE APARECIDA LTDA,43663160000123,"RODOVIA PRESIDENTE DUTRA,  S/N",KM 71,SANTA LUZIA,12570000,SP,APARECIDA,BANDEIRA BRANCA,10/05/2008,NÃO,,,ADIMPLENTE,-22.8497622,-45.2271559
PR/SP0199075,22/04/2020,1263296,AUTO POSTO E RESTAURANTE APARECIDA LTDA,43663160000395,"RODOVIA PRESIDENTE DUTRA,  S/N",KM 84                     3,MOREIRA CESAR,12440245,SP,PINDAMONHANGABA,BANDEIRA BRANCA,14/07/2023,NÃO,,,ADIMPLENTE,-22.9239,-45.4617
PR/SP0199661,26/05/2020,1264008,AUTO POSTO E RESTAURANTE APARECIDA LTDA,43663160000476,"RODOVIA PRESIDENTE DUTRA,  S/N",KM 88,MOREIRA CESAR,12440245,SP,PINDAMONHANGABA,BANDEIRA BRANCA,26/05/2020,NÃO,,,ADIMPLENTE,-22.9332194,-45.3667317
PR/SP0030680,22/02/2003,1020671,POSTO ARCO IRIS DE ROSEIRA LTDA,43667922000160,"RODOVIA PRESIDENTE DUTRA,  S/N",KM    82,PIRAPITINGUY,12582031,SP,ROSEIRA,VIBRA,22/02/2003,NÃO,,,ADIMPLENTE,-22.8986,-45.3069
PR/SP0015818,10/10/2001,1020869,CRIS AUTO POSTO LTDA,44339638000127,"AVENIDA DA REPUBLICA,  741",,CENTRO,7500000,SP,SANTA ISABEL,BANDEIRA BRANCA,25/03/2008,NÃO,,,ADIMPLENTE,-23.3203557,-46.2288007
PR/SP0021046,07/02/2002,1020870,AUTO POSTO MONTE SERRAT LTDA,44340248000177,"RUA CONSELHEIRO RODRIGUES ALVES,  60",,CENTRO,7500000,SP,SANTA ISABEL,IPIRANGA,04/11/2009,NÃO,,,ADIMPLENTE,-23.3196356,-46.2276304
PR/SP0228838,22/08/2022,1286518,AUTO POSTO JARDIM OLIVEIRA LTDA,45026257000150,"AVENIDA SOLON PEREIRA,  257",,JARDIM PARAIBA,12575212,SP,APARECIDA,BANDEIRA BRANCA,22/08/2022,NÃO,,,ADIMPLENTE,-22.8514,-45.2347
PR/SP0023049,07/02/2002,1021131,AUTO POSTO PETROVAL LTDA,45172608000131,"AVENIDA JUCELINO K OLIVEIRA,  701",,CENTRO,12010000,SP,TAUBATE,VIBRA,07/12/2017,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0008220,24/04/2001,1021137,POSTO TUPY LTDA,45198199000142,"RUA CEL JOSE DE CASTRO,  790",,CENTRO,12701450,SP,CRUZEIRO,VIBRA,24/04/2001,NÃO,,,ADIMPLENTE,-22.5777207,-44.9606263
PR/SP0012165,30/08/2001,1021143,J L FIGUEIREDO & FILHOS LTDA,45219151000173,"AVENIDA GODOY NETO,  58",,OLARIA,12607060,SP,LORENA,VIBRA,30/08/2001,NÃO,,,ADIMPLENTE,-22.7308,-45.1247
PR/SP0023339,12/03/2002,1021144,LINDEN ADMINISTRACAO PARTICIPACOES EMPREENDIMENTOS E SE,45224128000177,"AVENIDA NOSSA SENHORA DO BOM SUCESSO,  1.754",,ALTO DO CARDOSO,12420010,SP,PINDAMONHANGABA,VIBRA,12/03/2002,NÃO,,,ADIMPLENTE,-22.934981,-45.4620952
PR/SP0017308,14/11/2001,1021159,AUTO POSTO FONTE LUMINOSA SAO PAULO LTDA,45295615000120,"RUA CEL. MARTINS,  217",,CENTRO,12260005,SP,PARAIBUNA,BANDEIRA BRANCA,14/11/2001,NÃO,,,ADIMPLENTE,-23.3831001,-45.6651443
PR/SP0197542,14/07/2006,1045577,CARREFOUR COMERCIO E INDUSTRIA LTDA,45543915031656,"AVENIDA JUSCELINO KUBITSCHEK,  6005","5995, SETOR 1",VILA INDUSTRIAL,12220000,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,26/03/2020,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0207191,02/02/2007,1051218,CARREFOUR COMERCIO E INDUSTRIA LTDA,45543915034167,"AVENIDA CHARLES SCHNNEIDER ( BOSQUE FLAMBOYANT ),  1201",SETOR I,BARRANCO,12041078,SP,TAUBATE,BANDEIRA BRANCA,05/09/2023,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0216039,03/08/2007,1058317,CARREFOUR COMERCIO E INDUSTRIA LTDA,45543915035481,"AVENIDA DEPUTADO BENEDITO MATARAZZO,  5701",SETOR I,PARQUE RESIDENCIAL AQUARIUS,12246840,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,13/03/2020,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0184123,04/12/2017,1239438,CARREFOUR COMERCIO E INDUSTRIA LTDA,45543915069890,"AVENIDA DOM PEDRO I,  3060 L",PARTE I,CAMPOS ELISEOS,12090000,SP,TAUBATE,BANDEIRA BRANCA,12/03/2020,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0228952,01/09/2022,1286604,AUTO POSTO ISARIS SOCIEDADE UNIPESSOAL LIMITADA,45683376000186,"AVENIDA ENGENHEIRO FRANCISCO JOSE LONGO,  60",,JARDIM SAO DIMAS,12245001,SP,SAO JOSE DOS CAMPOS,IPIRANGA,01/09/2022,NÃO,,,ADIMPLENTE,-23.1980802,-45.8893443
PR/SP0026200,01/08/2002,1021303,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000100,"AVENIDA PERSEU,  752",0,JARDIM SATÉLITE,12230470,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,01/08/2002,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0013224,14/09/2001,1021301,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000291,"RUA JOSE DE CAMPOS,  66",,CIDADE MORUMBI,12236650,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,14/09/2001,NÃO,,,ADIMPLENTE,-23.2548883,-45.9029758
PR/SP0247130,01/07/2024,1021300,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000372,"RUA ANTONIO JOSE DA CRUZ,  923",,VILA WASHINGTON BELEZA,12702530,SP,CRUZEIRO,BANDEIRA BRANCA,01/07/2024,NÃO,,,ADIMPLENTE,-22.5719,-44.9642
PR/SP0024800,15/05/2002,1021302,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000453,"AVENIDA JORGE ZARUR,  1800",,VILA BETANIA,12243081,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,15/05/2002,NÃO,,,ADIMPLENTE,-23.2138647,-45.8895519
PR/SP0026898,03/09/2002,1021304,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000534,"AVENIDA ROTARY CLUBE,  768",,JARDIM AMÉRICA,12702010,SP,CRUZEIRO,BANDEIRA BRANCA,03/09/2002,NÃO,,,ADIMPLENTE,-22.5719,-44.9642
PR/SP0028085,11/10/2002,1021305,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000615,"AVENIDA JOAO BATISTA DE SOUZA SOARES,  3423",,JARDIM MORUMBI,12236660,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,11/10/2002,NÃO,,,ADIMPLENTE,-23.2461875,-45.9073621
PR/SP0172567,06/09/2004,159323,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000704,"RUA PENEDO,  1051",,JARDIM PETRÓPOLIS,12237071,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,06/09/2004,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0172536,15/09/2004,159325,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000887,"RUA ITABAIANA,  1199",,PARQUE INDUSTRIAL,12237540,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,15/09/2004,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0174636,21/09/2004,159326,REDE DE POSTOS SETE ESTRELAS LTDA,45694437000968,"PRACA ANTONIO PRADO,  16",26,SANTANA,12211210,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,21/09/2004,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0172535,15/09/2004,159324,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001000,"RUA CECI,  215",,JARDIM PAULISTA,12215800,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,15/09/2004,NÃO,,,ADIMPLENTE,-23.1896543,-45.8727815
PR/SP0175797,26/01/2012,159327,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001182,"RUA PARAIBUNA,  1340",,VILA SANCHES,12245021,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,26/01/2012,NÃO,,,ADIMPLENTE,-23.2045551,-45.8837399
PR/SP0177470,10/12/2004,1034610,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001344,"PRACA FELIX GUISARD,  S/N",,VILA PROGRESSO,12020350,SP,TAUBATE,BANDEIRA BRANCA,10/12/2004,NÃO,,,ADIMPLENTE,-23.0264,-45.5556
PR/SP0179704,02/02/2005,1035334,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001425,"AVENIDA DR. FELIX GUISARD FILHO,  355",,BELEM,12090600,SP,TAUBATE,BANDEIRA BRANCA,02/02/2005,NÃO,,,ADIMPLENTE,-23.047138,-45.5552052
PR/SP0182303,15/02/2005,1035603,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001506,"AVENIDA NOSSA SENHORA DO BOM SUCESSO,  1600",,ALTO DO CARDOSO,12420010,SP,PINDAMONHANGABA,BANDEIRA BRANCA,02/05/2005,NÃO,,,ADIMPLENTE,-22.934981,-45.4620952
PR/SP0176160,17/12/2004,1034770,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001697,"RODOVIA GERALDO SCAVONE,  1475",,JARDIM CALIFORNIA,12305490,SP,JACAREI,BANDEIRA BRANCA,17/12/2004,NÃO,,,ADIMPLENTE,-23.2714361,-45.9339522
PR/SP0172095,19/08/2004,159321,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001778,"RUA DAS BEGONIAS,  13",,JARDIM PRIMAVERA,12306430,SP,JACAREI,BANDEIRA BRANCA,19/08/2004,NÃO,,,ADIMPLENTE,-23.2844604,-45.9489839
PR/SP0178493,12/01/2005,1035091,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001859,"RUA CHAQUIB S. AHMED,  165",,CENTRO,12327700,SP,JACAREI,BANDEIRA BRANCA,16/05/2024,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0176159,17/12/2004,1034769,REDE DE POSTOS SETE ESTRELAS LTDA,45694437001930,"AVENIDA SAO JOAO,  173",,SAO JOAO,12322000,SP,JACAREI,BANDEIRA BRANCA,17/12/2004,NÃO,,,ADIMPLENTE,-23.3094667,-45.9837862
PR/SP0186271,23/06/2005,1037927,REDE DE POSTOS SETE ESTRELAS LTDA,45694437002405,"AVENIDA DR. SEBASTIAO H. DA CUNHA PONTES,  5.830",,PALM. DE SAO JOSE,12237280,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,23/06/2005,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0189981,06/10/2005,1040291,REDE DE POSTOS SETE ESTRELAS LTDA,45694437002588,"RUA BENEDITO JULIÃO MACHADO,  49",,VILA TUPI,12209750,SP,SAO JOSE DOS CAMPOS,BANDEIRA BRANCA,02/02/2023,NÃO,,,ADIMPLENTE,-23.1791,-45.8872
PR/SP0063462,12/12/2008,1105851,REDE DE POSTOS SETE ESTRELAS LTDA,45694437002740,"AVENIDA MARGINAL,  323",,LAZARO,11680000,SP,UBATUBA,BANDEIRA BRANCA,12/12/2008,NÃO,,,ADIMPLENTE,-23.4331,-45.0711
PR/SP0250359,25/07/2025,1311614,AUTO POSTO JK TAUBATE LTDA,45982523000119,"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA,  560",,JARDIM EULALIA,12010600,SP,TAUBATE,BANDEIRA BRANCA,25/07/2025,NÃO,,,ADIMPLENTE,-23.0363863,-45.5627361
PR/SP0234876,29/12/2022,1288323,MAS AUTO POSTO LTDA,46026798000141,"PRACA YAMAGATA,  21",,JARDIM ORIENTE,12236021,SP,SAO JOSE DOS CAMPOS,ALE,27/11/2024,NÃO,,,ADIMPLENTE,-23.2434119,-45.8977626
PR/SP0031337,28/03/2003,1021390,AUTO POSTO PAI TOMAZ LTDA,46156634000139,"RODOVIA PRESIDENTE DUTRA,  S/N",KM    47,ALTO DO CRUZEIRO,12615000,SP,CANAS,IPIRANGA,20/10/2025,NÃO,,,ADIMPLENTE,-22.7272,-45.0522
PR/SP0024044,03/04/2002,1021511,RODAO AUTO POSTO LTDA,46639720000100,"AVENIDA MARECHAL DEODORO,  420",,JARDIM SANTA CLARA,12080000,SP,TAUBATE,RAIZEN,03/04/2002,NÃO,,,ADIMPLENTE,-23.0124288,-45.5498921
PR/SP0025690,29/05/2002,1021519,F.J.M BORGES E CIA LTDA,46668505000120,"AVENIDA NESRALLA RUBEZ,  04",,CENTRO,12700000,SP,CRUZEIRO,VIBRA,29/05/2002,NÃO,,,ADIMPLENTE,-22.5776588,-44.9595648
PR/SP0024047,03/04/2002,1021522,AUTO POSTO CHURRASCARIA PADARIA SETE VIDAS LTDA,46686333000117,"RODOVIA PRESIDENTE DUTRA,  S/N","KM 158,8",PARQUE MEIA LUA,12335010,SP,JACAREI,RAIZEN,03/04/2002,NÃO,,,ADIMPLENTE,-23.3053,-45.9658
PR/SP0231529,03/11/2022,1287484,AUTO POSTO TAK TATETUBA LTDA,46710986000194,"RUA DOS PERIQUITOS,  227",,VILA TATETUBA,12220130,SP,SAO JOSE DOS CAMPOS,VIBRA,03/11/2022,NÃO,,,ADIMPLENTE,-23.1807187,-45.8494938
PR/SP0023464,12/03/2002,1021580,AUTO POSTO CARAGUA LTDA,46979779000130,"AVENIDA MIGUEL VARLEZ,  401",,CENTRO,11660650,SP,CARAGUATATUBA,RAIZEN,12/03/2002,NÃO,,,ADIMPLENTE,-23.6239583,-45.4143417
PR/SP0004897,20/03/2001,1021614,AUTO POSTO PASSOS & PASSOS LTDA - EPP,47081732000117,"RUA BARAO DO RIO BRANCO,  309",,CENTRO,12570000,SP,APARECIDA,BANDEIRA BRANCA,20/03/2001,NÃO,,,ADIMPLENTE,-22.8411727,-45.2285481
PR/SP0244948,09/01/2024,1298330,AUTO POSTO CAVALO MARINHO DE CARAGUA LTDA,47352019000160,"AVENIDA JOSE HERCULANO,  7436",,JARDIM PORTO NOVO,11667000,SP,CARAGUATATUBA,IPIRANGA,09/01/2024,NÃO,,,ADIMPLENTE,-23.652242,-45.433473
PR/SP0021770,10/01/2002,1021674,ANTONIO RUBENS FERNANDES - ME,47372719000117,"ESTRADA PARTICULAR,  63",,GUARAIUVA,12935000,SP,VARGEM,BANDEIRA BRANCA,10/01/2002,NÃO,,,ADIMPLENTE,-22.8917,-46.1833
PR/SP0058289,10/09/2008,1102647,COMPANHIA BRASILEIRA DE DISTRIBUICAO,47508411134438,"AVENIDA JORGE ZARUR,  100",,JARDIM AQUARIUS,12242020,SP,SAO JOSE DOS CAMPOS,IPIRANGA,10/12/2015,NÃO,,,ADIMPLENTE,-23.2072138,-45.9063255
